date,close
2025-12-19,144.62
2025-12-22,145.75
2025-12-23,148.7
2025-12-24,147.14
2025-12-25,148.98
2025-12-26,147.33
2025-12-29,148.11
2025-12-30,148.93
2025-12-31,152.38
2026-01-01,151.2
2026-01-02,151.67
2026-01-05,153.82
2026-01-06,151.71
2026-01-07,151.84
2026-01-08,150.33
2026-01-09,149.15
2026-01-12,150.58
2026-01-13,152.06
2026-01-14,157.23
2026-01-15,160.13
2026-01-16,162.91
2026-01-19,162.72
2026-01-20,162.26
2026-01-21,162.69
2026-01-22,158.24
2026-01-23,161.72
2026-01-26,160.51
2026-01-27,158.52
2026-01-28,157.74
2026-01-29,159.63
2026-01-30,162.28
2026-02-02,161.64
2026-02-03,162.66
2026-02-04,162.67
2026-02-05,160.76
2026-02-06,161.22
2026-02-09,161.39
2026-02-10,158.41
2026-02-11,160.73
2026-02-12,157.68
2026-02-13,158.25
2026-02-16,156.27
2026-02-17,154.78
2026-02-18,153.51
2026-02-19,154.98
2026-02-20,152.64
